Gene Set,ES,NES,P-value,FDR
Homocastasterone_CTD_00002741,0.7006093303131872,2.881861599097329,0.0,0.0
Brassinolide_CTD_00001097,0.7396003548420571,3.4885070211514466,0.0,0.0
"1-Trichloromethyl-1,2,3,4-tetrahydro-beta-carboline_CTD_00002689",0.8038876058506614,2.4980637411184805,0.0,0.24855116493997864
3-methyladenine_CTD_00001217,0.43851859028131884,2.498979569555268,0.0,0.3314015532533049
valsartan_BOSS,0.10178450513087883,0.31629319798515604,1.0,1.0
pentobarbital_BOSS,0.4263383987418103,1.324837561360883,0.15555555555555556,1.0
mycophenolic acid_BOSS,0.15944324745862576,0.5835781774321546,0.8181818181818182,1.0
Lercanidipine_BOSS,0.21532531752739587,0.41613105416857393,0.96,1.0
CHROMIUM_BOSS,0.06517676732629993,0.15032771455036295,1.0,1.0
Neratinib_BOSS,0.40800980203396653,0.9410589627258551,0.574468085106383,1.0
citric acid,0.193310949601547,0.6007096893225589,0.8222222222222222,1.0
THIOUREA_BOSS,0.17728178175204948,0.5508993890844303,0.8444444444444444,1.0
Rimonabant_BOSS,0.14435455546098075,0.44857872946151983,0.9111111111111111,1.0
Isotretinoin_BOSS,-0.06619628979070107,-0.22541613037637612,1.0,1.0
ofloxacin_BOSS,0.15005758338214056,0.5581879592346211,0.9090909090909091,1.0
histamine_BOSS,0.08139073919197762,0.8823789769004107,0.6333333333333333,1.0
Chlorophenothane_BOSS,-0.15103321019460889,-0.5143086101658388,0.7272727272727273,1.0
Dabigatran_BOSS,0.11484673084696553,0.26488958075155133,1.0,1.0
ethanol_BOSS,0.0713016632291281,0.7428359101217663,0.75,1.0
gentamicin_BOSS,0.14944320967822927,1.0125093566338044,0.36585365853658536,1.0
genistein_BOSS,0.11911252097818648,1.2913309971157068,0.13333333333333333,1.0
hexadecanal_BOSS,0.11392961402147322,0.5373770521187197,0.9090909090909091,1.0
NEFAZODONE HYDROCHLORIDE_BOSS,0.17765514790743017,0.5520596165193717,0.8444444444444444,1.0
gossypol_BOSS,0.12109641271550592,1.045532696935376,0.325,1.0
hydrocortisone_BOSS,0.07975844632044157,0.83094047710993,0.6875,1.0
Vancomycin HCL_BOSS,0.07881122167547004,0.5153028796117194,0.8863636363636364,1.0
Prazosin hydrochloride_BOSS,0.1467805533855151,0.6923265892202178,0.75,1.0
CERIUM_BOSS,0.17090827256169122,0.33029204574690985,0.98,1.0
Methyl folate_BOSS,-0.09452200589222029,-0.2545780619554894,1.0,1.0
CALCIUM DL-PANTOTHENATE_BOSS,0.2540255963502014,0.5859002970405017,0.9148936170212766,1.0
PHA-665752_BOSS,0.2148145727248929,0.4151440045474831,0.96,1.0
Darunavir_BOSS,0.16864078703142,0.5240476806593961,0.8444444444444444,1.0
benzthiazide_BOSS,0.06788937721707272,0.2525366067371798,1.0,1.0
beta-Ecdysone_BOSS,0.31468261624542637,0.7258033874566725,0.8723404255319149,1.0
ergocalciferol_BOSS,0.20976466795551837,0.6518392712784066,0.8222222222222222,1.0
DESFLURANE_BOSS,-0.22633273636177953,-0.5353955412024501,0.72,1.0
foscarnet_BOSS,-0.16237837294810575,-0.3841099536090142,0.8,1.0
MANEB_BOSS,0.37092853809735366,0.7168450294286515,0.76,1.0
[(4-{4-[4-(DIFLUORO-PHOSPHONO-METHYL)-PHENYL]-BUTYL}-PHENYL)-DIFLUORO-METHYL]-PHOSPHONIC ACID_BOSS,-0.13229829300223428,-0.3563217127547265,0.9056603773584906,1.0
Eicosapentaenoic acid_BOSS,0.08950111007960021,0.6363959728154194,0.8947368421052632,1.0
PARAOXON_BOSS,0.2743275450863168,0.8524670471129011,0.6222222222222222,1.0
caffeine_BOSS,0.1110942811137147,1.2022385279041072,0.26666666666666666,1.0
palmitoleic acid_BOSS,0.15803470358485125,0.5784227664643501,0.8181818181818182,1.0
IOPANOIC ACID_BOSS,0.23561643530777185,0.4553450413075097,0.92,1.0
methiothepin_BOSS,0.1288855009252226,0.47173377942448963,0.9545454545454546,1.0
Electrocorundum_BOSS,-0.12054509327459663,-0.4190215606655085,0.7678571428571429,1.0
ethopropazine_BOSS,-0.07269017850824566,-0.2939571237249348,0.9333333333333333,1.0
tubocurarine_BOSS,0.25012098615766226,0.5768944633587565,0.9148936170212766,1.0
Atractyloside potassium salt_BOSS,0.3707009731885395,0.7164052445186185,0.76,1.0
citric acid_BOSS,0.0712011386946851,0.721677323176599,0.8,1.0
