Gene Set,ES,NES,P-value,FDR
hsa00061_Fatty_acid_biosynthesis,0.42691806681225275,0.6524820335593949,0.9361702127659575,1.0
hsa04927_Cortisol_synthesis_and_secretion,0.15221622440083604,0.41950239544058016,0.9591836734693877,1.0
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",-0.13653094760134554,-0.4746888980236871,0.9428571428571428,1.0
hsa04929_GnRH_secretion,-0.14824178836305524,-0.4483979585906971,1.0,1.0
hsa04930_Type_II_diabetes_mellitus,0.4200878375983552,0.6420430238439299,0.9361702127659575,1.0
hsa04931_Insulin_resistance,-0.18505696341826697,-0.5597555556772024,0.9148936170212766,1.0
hsa04932_Non-alcoholic_fatty_liver_disease,0.28599133251818837,0.7432069824880092,0.7358490566037735,1.0
hsa04933_AGE-RAGE_signaling_pathway_in_diabetic_complications,0.26396214996075645,1.1764156361357392,0.2153846153846154,1.0
hsa04934_Cushing_syndrome,0.11566249291114976,0.4102311947340244,1.0,1.0
"hsa04935_Growth_hormone_synthesis,_secretion_and_action",0.14714233167588506,0.4055189310582263,0.9591836734693877,1.0
hsa04940_Type_I_diabetes_mellitus,0.4222222222222236,0.6453051196136833,0.9361702127659575,1.0
hsa04960_Aldosterone-regulated_sodium_reabsorption,-0.20771694277331967,-0.6282968799334148,0.851063829787234,1.0
hsa04964_Proximal_tubule_bicarbonate_reclamation,0.5128828622863688,1.302989238923991,0.1956521739130435,1.0
hsa04970_Salivary_secretion,-0.17321472123399467,-0.2941296034441153,1.0,1.0
hsa04971_Gastric_acid_secretion,0.19491122008325676,0.38574997047751686,1.0,1.0
hsa04972_Pancreatic_secretion,-0.1987003907355992,-0.6801054377964305,0.8809523809523809,1.0
hsa04974_Protein_digestion_and_absorption,0.2648136390766965,1.079519209895722,0.38461538461538464,1.0
hsa04975_Fat_digestion_and_absorption,0.17189126361867504,0.446694612124169,0.9811320754716981,1.0
hsa04976_Bile_secretion,0.17167546392853683,0.3397639454201736,1.0,1.0
hsa04978_Mineral_absorption,0.1965576981841454,0.5417058894681314,0.9183673469387755,1.0
hsa05012_Parkinson_disease,0.24114167719046234,0.47724494678852186,0.975,1.0
hsa05017_Spinocerebellar_ataxia,0.14160205991845765,0.2164181073471094,1.0,1.0
hsa05020_Prion_disease,0.3099156569305354,1.3576354672597406,0.1267605633802817,1.0
hsa05030_Cocaine_addiction,0.30262411574562453,0.4625168476007718,0.9787234042553191,1.0
hsa05031_Amphetamine_addiction,0.28732758341549813,0.7466795038000784,0.7358490566037735,1.0
hsa05032_Morphine_addiction,0.16829455851157793,0.4373478381292793,0.9811320754716981,1.0
hsa04926_Relaxin_signaling_pathway,0.29985691244862944,0.8263947785905368,0.7142857142857143,1.0
hsa05034_Alcoholism,0.26936001143066374,0.68431453280775,0.8478260869565217,1.0
hsa04925_Aldosterone_synthesis_and_secretion,0.14158799253610055,0.5021836368570735,0.9384615384615385,1.0
hsa04923_Regulation_of_lipolysis_in_adipocytes,-0.16272368576337737,-0.33795147275668275,1.0,1.0
hsa04720_Long-term_potentiation,0.25562975833233653,0.5059183955020776,0.95,1.0
hsa04722_Neurotrophin_signaling_pathway,-0.28877587479159156,-0.7221328173077041,0.7592592592592593,1.0
hsa04723_Retrograde_endocannabinoid_signaling,0.1274126165264088,0.3511445514600937,1.0,1.0
hsa04724_Glutamatergic_synapse,0.15306209962582215,0.42183359689116323,0.9591836734693877,1.0
hsa04725_Cholinergic_synapse,0.18819585517919857,0.4781153595490509,0.9782608695652174,1.0
hsa04726_Serotonergic_synapse,0.17505451331896052,0.5673730140409435,0.8448275862068966,1.0
hsa04727_GABAergic_synapse,0.30374215027305196,0.7716630488472829,0.7391304347826086,1.0
hsa04728_Dopaminergic_synapse,0.17680845945964296,0.5730577672611663,0.8448275862068966,1.0
hsa04730_Long-term_depression,-0.20272050283191992,-0.4210185638840871,1.0,1.0
hsa04742_Taste_transduction,0.14049374462695607,0.35692718717289923,1.0,1.0
hsa04750_Inflammatory_mediator_regulation_of_TRP_channels,-0.17302291150448249,-0.5682632363900696,0.9215686274509803,1.0
hsa04810_Regulation_of_actin_cytoskeleton,0.13361400039063098,0.47390151840793554,0.9692307692307692,1.0
hsa04910_Insulin_signaling_pathway,0.11687080645865425,0.3037126987180722,1.0,1.0
hsa04911_Insulin_secretion,-0.14111904750864837,-0.3528919977361185,1.0,1.0
hsa04912_GnRH_signaling_pathway,0.09889682624449163,0.32053666781605433,1.0,1.0
hsa04913_Ovarian_steroidogenesis,0.22557575562222656,0.5862047467742243,0.8679245283018868,1.0
hsa04914_Progesterone-mediated_oocyte_maturation,0.28838870122853566,0.4407600915983235,0.9787234042553191,1.0
hsa04915_Estrogen_signaling_pathway,0.28461912245302534,0.922485266435976,0.5,1.0
hsa04916_Melanogenesis,-0.24487482489640405,-0.6123508320000417,0.9074074074074074,1.0
hsa04917_Prolactin_signaling_pathway,-0.2700854700854694,-0.5609249935396184,0.9166666666666666,1.0
hsa04918_Thyroid_hormone_synthesis,0.1614875073528792,0.31960089915425083,1.0,1.0
hsa04919_Thyroid_hormone_signaling_pathway,0.14798683937526694,0.22617631204178035,1.0,1.0
hsa04920_Adipocytokine_signaling_pathway,0.11734678445063651,0.17934745446994466,1.0,1.0
hsa04921_Oxytocin_signaling_pathway,0.15569605554310867,0.6820516562838428,0.8591549295774648,1.0
hsa04922_Glucagon_signaling_pathway,-0.15554519095942831,-0.26412561824194986,1.0,1.0
hsa04924_Renin_secretion,0.1542123527582665,0.42500365281866254,0.9591836734693877,1.0
hsa04714_Thermogenesis,0.10197134686348105,0.2590602599770914,1.0,1.0
hsa05120_Epithelial_cell_signaling_in_Helicobacter_pylori_infection,0.28778385148392577,0.7311206694410568,0.7608695652173914,1.0
hsa05131_Shigellosis,0.1968453253078763,0.698170089078837,0.7846153846153846,1.0
hsa05211_Renal_cell_carcinoma,0.1674107602281978,0.2558629436534396,1.0,1.0
hsa05212_Pancreatic_cancer,0.3217826937692177,0.49179794137663635,0.9574468085106383,1.0
hsa05214_Glioma,0.18753618130916747,0.28662171610643367,1.0,1.0
hsa05216_Thyroid_cancer,0.3024349000198501,0.4622276589457762,0.9787234042553191,1.0
hsa05217_Basal_cell_carcinoma,0.35711566556910046,0.5457992383089183,0.9574468085106383,1.0
hsa05219_Bladder_cancer,-0.4665742629824605,-0.7922727466268521,0.6226415094339622,1.0
hsa05220_Chronic_myeloid_leukemia,0.18084785549298715,0.4594476183886834,0.9782608695652174,1.0
hsa05221_Acute_myeloid_leukemia,0.30316522156947573,0.5999961173106473,0.95,1.0
hsa05222_Small_cell_lung_cancer,0.30749456517814694,0.7811961344713971,0.7391304347826086,1.0
hsa05223_Non-small_cell_lung_cancer,0.2602040816326521,0.3976840089992999,0.9787234042553191,1.0
hsa05224_Breast_cancer,0.27949421616013226,0.7263228965234905,0.7358490566037735,1.0
hsa05225_Hepatocellular_carcinoma,0.15153657227577122,0.4911485006552252,0.9137931034482759,1.0
hsa05226_Gastric_cancer,0.18891269474179695,0.37387825281863424,1.0,1.0
hsa05230_Central_carbon_metabolism_in_cancer,-0.27040816326530637,-0.4591702440916252,0.9433962264150944,1.0
hsa05231_Choline_metabolism_in_cancer,0.11762046424660913,0.3056608378367609,1.0,1.0
hsa05235_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer,-0.23101890053457647,-0.47978988002901346,0.9666666666666667,1.0
hsa05321_Inflammatory_bowel_disease,0.21237586276018594,0.42031435006607054,1.0,1.0
hsa05322_Systemic_lupus_erythematosus,0.41778722694971904,1.3540993241937476,0.1724137931034483,1.0
hsa05323_Rheumatoid_arthritis,0.18053368763135705,0.49754429737819555,0.9387755102040817,1.0
hsa05332_Graft-versus-host_disease,0.4215017064846403,0.6442039163378879,0.9361702127659575,1.0
hsa05410_Hypertrophic_cardiomyopathy,0.16496133322433795,0.7972708141898763,0.7377049180327869,1.0
hsa05412_Arrhythmogenic_right_ventricular_cardiomyopathy,0.1672761925354953,0.6819054480346565,0.7846153846153846,1.0
hsa05414_Dilated_cardiomyopathy,0.15717035100333893,0.7531570070175246,0.6935483870967742,1.0
hsa05415_Diabetic_cardiomyopathy,0.26488517295719377,0.7300139325465022,0.7959183673469388,1.0
hsa05416_Viral_myocarditis,0.1573788928716343,0.24053069673757588,1.0,1.0
hsa05210_Colorectal_cancer,0.309368495799741,0.7859568929485714,0.717391304347826,1.0
hsa05130_Pathogenic_Escherichia_coli_infection,0.1391956700823387,0.5674345185244466,0.9076923076923077,1.0
hsa05207_Chemical_carcinogenesis,0.17567808761243703,0.6439500935739912,0.8688524590163934,1.0
hsa05205_Proteoglycans_in_cancer,0.15394183906877137,0.7021975234970674,0.8194444444444444,1.0
hsa05132_Salmonella_infection,0.18947505763411504,0.8300260172489945,0.6338028169014085,1.0
hsa05133_Pertussis,0.2561851205142175,0.9086362001756266,0.5076923076923077,1.0
hsa05134_Legionellosis,0.1660271457398026,0.43145550219962747,0.9811320754716981,1.0
hsa05135_Yersinia_infection,0.19259218762031047,0.5307770861344405,0.9183673469387755,1.0
hsa05140_Leishmaniasis,0.23107902689225282,0.7489552910333627,0.7413793103448276,1.0
hsa05142_Chagas_disease,0.1222888758616496,0.4985135626302456,0.9692307692307692,1.0
hsa05143_African_trypanosomiasis,-0.2195082245408563,-0.6639628465418478,0.851063829787234,1.0
hsa05144_Malaria,0.20676067248102586,0.8428648863119182,0.6307692307692307,1.0
